Verkäufe,Gewicht,Fettgehalt,Visibilität,Typ,Max_Preis,Ladengrösse
1547.3192,NA,Regular,0.086983591,Fruits and Vegetables,219.8456,Supermarket Type3
422.1172,19.1,Low Fat,0.064547828,Fruits and Vegetables,212.8586,Grocery Store
3243.7776,NA,Low Fat,0.075361182,Household,155.6656,Supermarket Type3
152.4682,NA,Low Fat,0.081651443,Meat,152.5682,Grocery Store
633.8416,9.695,Low Fat,0.190711254,Health and Hygiene,159.1604,Grocery Store
1314.2892,20.6,Low Fat,0.023585598,Fruits and Vegetables,94.7778,Supermarket Type1
868.869,9.195,Low Fat,0.115064263,Frozen Foods,58.6246,Supermarket Type1
183.7608,10.695,Low Fat,0.057909547,Fruits and Vegetables,60.4536,Supermarket Type1
4893.63,15.75,Low Fat,0.054920146,Baking Goods,195.8452,Supermarket Type1
1416.8224,19.6,Low Fat,0.041291169,Household,86.9514,Supermarket Type1
7393.0432,NA,Low Fat,0.021273161,Breakfast,229.1326,Supermarket Type3
703.0848,17.35,Regular,0.02758789,Canned,86.1856,Supermarket Type1
182.4292,9.3,Low Fat,0.11178154,Frozen Foods,182.3292,Grocery Store
1516.0266,6.71,Regular,0.02960641,Baking Goods,65.4142,Supermarket Type1
1667.829,17.1,Low Fat,0.129140919,Fruits and Vegetables,109.4886,Supermarket Type1
1693.7952,5.175,Regular,0.029555773,Snack Foods,105.9622,Supermarket Type1
962.7468,12.65,Low Fat,0.063146492,Soft Drinks,159.6578,Supermarket Type2
4195.8716,16.5,Regular,0.066352552,Breakfast,181.2292,Supermarket Type1
385.4982,NA,Low Fat,0.246678647,Breads,129.7994,Grocery Store
2241.0828,7.725,Low Fat,0.047977607,Canned,249.5092,Supermarket Type2
1278.336,7,Low Fat,0.151712642,Canned,104.828,Supermarket Type1
1531.34,12.1,LF,0.030174246,Canned,76.667,Supermarket Type1
852.224,7.6,Regular,0.238366442,Starchy Foods,171.8448,Grocery Store
394.1536,12.85,Low Fat,0.055603753,Fruits and Vegetables,195.6768,Grocery Store
1264.3542,17.75,Regular,0.029648306,Fruits and Vegetables,142.4838,Supermarket Type1
4012.1108,NA,Regular,0.105812357,Fruits and Vegetables,175.0396,Supermarket Type3
3078.6592,20.25,Low Fat,0.02593166,Household,182.5976,Supermarket Type1
213.056,NA,Low Fat,0.019671473,Snack Foods,214.756,Grocery Store
1438.128,6.76,Regular,0.028982682,Fruits and Vegetables,79.596,Supermarket Type1
400.8116,NA,Regular,0.019153299,Snack Foods,57.6588,Grocery Store
1218.414,14.15,Low Fat,0.184254826,Soft Drinks,82.4276,Supermarket Type2
1187.7872,20.75,Low Fat,0.025169703,Health and Hygiene,150.4734,Supermarket Type1
798.96,7.84,Regular,0.153494979,Canned,48.935,Supermarket Type1
1492.0578,19.6,LF,0.034093203,Soft Drinks,56.6614,Supermarket Type1
171.1106,10.5,LF,0.045655118,Household,169.8106,Grocery Store
166.45,5.655,LF,0.142732848,Fruits and Vegetables,167.95,Grocery Store
1320.9472,12.5,Regular,0.110163385,Fruits and Vegetables,83.6592,Supermarket Type1
615.1992,10.195,Low Fat,0.041934387,Snack Foods,44.6428,Supermarket Type1
5056.751,NA,Low Fat,0.028868467,Household,146.3786,Supermarket Type3
3325.0052,6.135,Regular,0.079312367,Baking Goods,151.7366,Supermarket Type1
2390.8878,9.1,Low Fat,0.174085625,Baking Goods,124.6362,Supermarket Type1
5287.7836,14.6,Low Fat,0.059732844,Others,241.2538,Supermarket Type2
1511.366,20.7,Low Fat,0.039245805,Household,151.4366,Supermarket Type1
709.077,19,Regular,0.097510482,Frozen Foods,48.1718,Supermarket Type1
1100.5674,9.195,Low Fat,0.114885647,Frozen Foods,59.6246,Supermarket Type1
88.5514,NA,Low Fat,0.072295507,Household,89.7514,Grocery Store
3749.7856,6.425,Low Fat,0.010436256,Canned,115.5808,Supermarket Type1
179.766,12.15,LF,0.104257037,Starchy Foods,34.0532,Grocery Store
1384.1982,17,Low Fat,0.126440335,Household,125.2362,Supermarket Type1
1757.712,NA,Regular,0,Starchy Foods,59.8904,Supermarket Type3
110.5228,NA,Regular,0.120965853,Breakfast,55.8614,Grocery Store
2106.5912,NA,Low Fat,0,Health and Hygiene,152.0708,Supermarket Type3
442.0912,9,Regular,0.069031467,Breakfast,55.0614,Supermarket Type1
677.1186,6.215,Regular,0.049823839,Baking Goods,226.6062,Supermarket Type2
308.9312,7.475,Low Fat,0.126752975,Household,154.2656,Grocery Store
3237.1196,11,LF,0.1062679,Breads,123.2046,Supermarket Type2
848.895,19.7,Low Fat,0.053305463,Fruits and Vegetables,58.193,Supermarket Type1
1488.063,18.75,Low Fat,0.023820082,Dairy,97.6042,Supermarket Type1
2281.6966,11.6,Low Fat,0.037549969,Health and Hygiene,101.2042,Supermarket Type1
923.4646,13,Low Fat,0.03525175,Household,48.0034,Supermarket Type2
6303.7944,7.285,Low Fat,0.031200065,Household,174.7054,Supermarket Type1
5779.144,NA,Regular,0.106538757,Fruits and Vegetables,145.4786,Supermarket Type3
4020.7662,18.6,Low Fat,0.012673238,Household,121.5414,Supermarket Type1
2570.6538,6.615,Low Fat,0.093307668,Dairy,195.9426,Supermarket Type1
579.246,10.1,Low Fat,0.056191301,Household,115.7492,Supermarket Type1
3504.1054,17.7,Low Fat,0.116542484,Snack Foods,182.6266,Supermarket Type1
4266.4464,10.5,Low Fat,0.011285795,Household,235.8248,Supermarket Type1
7033.5112,NA,Regular,0.127308434,Soft Drinks,186.6924,Supermarket Type3
1715.1008,12.3,Low Fat,0.069742672,Soft Drinks,106.2938,Supermarket Type2
3704.5112,NA,Low Fat,0.093010026,Baking Goods,143.0812,Supermarket Type3
759.012,18.85,Low Fat,0.03961061,Snack Foods,41.648,Supermarket Type1
1326.2736,7.485,Low Fat,0.069514712,Snack Foods,108.7228,Supermarket Type1
422.1172,14.3,Regular,0.083147702,Meat,210.1586,Grocery Store
419.454,10.6,Low Fat,0.011106465,Breads,42.7454,Supermarket Type1
4474.176,NA,Low Fat,0.02528566,Fruits and Vegetables,158.792,Supermarket Type3
3954.852,13.65,Regular,0.072851756,Frozen Foods,197.1426,Supermarket Type1
2077.296,NA,Regular,0.011072421,Snack Foods,85.354,Supermarket Type3
2197.14,13.65,Regular,0.031494041,Canned,98.87,Supermarket Type1
1134.5232,6.445,Low Fat,0.029667053,Baking Goods,94.4436,Supermarket Type1
1565.9616,8.895,Low Fat,0,Household,111.9544,Supermarket Type1
1334.2632,16.7,Low Fat,0.022099982,Dairy,110.1886,Supermarket Type1
1267.6832,6.115,Regular,0.011372972,Frozen Foods,89.6488,Supermarket Type1
190.4188,11.3,Regular,0.091310237,Meat,96.9094,Grocery Store
2326.971,9.3,Regular,0.033437991,Meat,153.2314,Supermarket Type1
1583.9382,7.725,Low Fat,0.029117482,Household,123.0414,Supermarket Type1
882.8508,18,Low Fat,0.039071642,Snack Foods,145.3418,Supermarket Type1
5960.2416,17,Low Fat,0.119362409,Frozen Foods,249.4434,Supermarket Type1
3691.1952,NA,Regular,0.094109236,Breakfast,102.9332,Supermarket Type3
1737.738,12.8,Low Fat,0.02299122,Fruits and Vegetables,114.9492,Supermarket Type1
341.5554,15.85,Regular,0.110010191,Frozen Foods,38.8506,Supermarket Type1
83.8908,6.59,Low Fat,0.176748258,Fruits and Vegetables,82.7908,Grocery Store
713.7376,6.11,Regular,0,Soft Drinks,43.0086,Supermarket Type1
4963.539,NA,Low Fat,0.032463574,Health and Hygiene,139.9154,Supermarket Type3
1874.8928,9.5,Regular,0.035222503,Fruits and Vegetables,170.1448,Supermarket Type1
1787.0072,17.6,Low Fat,0.010055503,Snack Foods,163.7552,Supermarket Type1
401.4774,20,Low Fat,0.034363029,Baking Goods,43.5086,Supermarket Type1
2404.8696,13.15,Regular,0,Fruits and Vegetables,171.9764,Supermarket Type1
1482.0708,19,Low Fat,0.128349909,Snack Foods,106.5622,Supermarket Type1
5946.9256,8.1,Low Fat,0.128760294,Fruits and Vegetables,213.7902,Supermarket Type1
4586.0304,9.3,Low Fat,0.043964058,Hard Drinks,192.3846,Supermarket Type2
3728.48,NA,Low Fat,0.032470108,Frozen Foods,148.9392,Supermarket Type3
3214.4824,13.5,LF,0.094603404,Soft Drinks,187.0872,Supermarket Type2
6474.2392,7.725,Low Fat,0.047743195,Canned,248.3092,Supermarket Type1
3823.0236,NA,Low Fat,0,Fruits and Vegetables,115.3492,Supermarket Type3
165.7842,5.485,Low Fat,0.071557769,Health and Hygiene,165.7842,Grocery Store
316.9208,13.15,Low Fat,0.155105614,Household,157.2604,Grocery Store
1747.725,7.26,Low Fat,0.014505108,Meat,118.415,Supermarket Type1
4022.7636,10.5,Regular,0.093909644,Snack Foods,213.7244,Supermarket Type1
2804.3496,19.5,Regular,0.077157727,Soft Drinks,232.4958,Supermarket Type1
567.2616,NA,Low Fat,0.094957079,Snack Foods,143.5154,Grocery Store
2259.0594,NA,low fat,0.072486326,Canned,78.9986,Supermarket Type3
2999.429,21.25,Low Fat,0.155694794,Snack Foods,177.637,Supermarket Type1
379.506,NA,Low Fat,0.20914265,Meat,190.953,Grocery Store
3935.5438,14.15,Low Fat,0.095298849,Soft Drinks,171.8106,Supermarket Type1
1510.0344,19.7,Low Fat,0.038736781,Hard Drinks,127.4362,Supermarket Type1
296.9468,NA,Low Fat,0.044000492,Health and Hygiene,148.2734,Grocery Store
1516.6924,13.8,Regular,0.014720848,Canned,89.9172,Supermarket Type1
555.2772,18.35,Low Fat,0.099090261,Fruits and Vegetables,94.0462,Supermarket Type1
5033.448,11.3,Low Fat,0.047814463,Household,179.266,Supermarket Type1
1655.1788,8.35,Regular,0.127066966,Frozen Foods,76.5354,Supermarket Type1
1146.5076,12.65,Regular,0.076474728,Frozen Foods,191.8846,Supermarket Type1
1668.4948,16.7,Regular,0.042860026,Dairy,120.3782,Supermarket Type1
858.882,5.365,Regular,0.141033536,Seafood,173.6764,Supermarket Type1
2818.3314,6.52,Low Fat,0.044607161,Canned,164.2842,Supermarket Type1
5452.902,14,Low Fat,0.041283361,Starchy Foods,182.4634,Supermarket Type1
2612.5992,6.575,Regular,0.075444922,Breads,146.0444,Supermarket Type1
2093.941,15.35,Low Fat,0.035143024,Household,124.373,Supermarket Type1
2940.1728,6.985,Regular,0.13725257,Meat,183.7608,Supermarket Type1
2261.0568,10.8,LF,0.041831008,Health and Hygiene,186.6214,Supermarket Type1
4566.0564,14.85,Low Fat,0.060967038,Household,254.3698,Supermarket Type1
1813.6392,NA,Regular,0.078943221,Baking Goods,152.7366,Supermarket Type3
4287.752,14.85,Regular,0.053837561,Baking Goods,120.8072,Supermarket Type1
1258.362,9.395,Low Fat,0.039928582,Others,83.2908,Supermarket Type1
1810.976,13.5,low fat,0.021617996,Fruits and Vegetables,179.6976,Supermarket Type1
1062.6168,18,Regular,0.143495952,Fruits and Vegetables,88.7514,Supermarket Type1
5522.811,NA,Regular,0.157701958,Meat,158.7946,Supermarket Type3
894.8352,20,Low Fat,0.058719568,Health and Hygiene,111.0544,Supermarket Type2
1225.072,20.35,Low Fat,0.142618182,Snack Foods,123.2072,Supermarket Type1
2162.5184,8.785,Low Fat,0.020573334,Soft Drinks,156.4656,Supermarket Type1
1693.7952,NA,Low Fat,0.030208465,Health and Hygiene,35.4874,Supermarket Type3
3115.944,7.1,Low Fat,0.110234793,Fruits and Vegetables,171.708,Supermarket Type1
3277.0676,14.85,Low Fat,0.093991286,Baking Goods,140.9812,Supermarket Type1
5438.9202,11.3,reg,0.067001825,Frozen Foods,259.1962,Supermarket Type2
2731.1116,20.25,Regular,0.076314907,Dairy,196.7794,Supermarket Type1
8217.3036,NA,Regular,0.022403117,Dairy,250.9092,Supermarket Type3
3715.164,NA,Low Fat,0.030944666,Snack Foods,186.6582,Supermarket Type3
416.125,5.48,Low Fat,0.02528802,Frozen Foods,83.325,Grocery Store
3635.268,11,Regular,0.057058545,Fruits and Vegetables,241.7512,Supermarket Type1
1842.9344,14.1,Low Fat,0,Dairy,231.9668,Supermarket Type1
39.948,NA,Low Fat,0.05486977,Others,40.548,Grocery Store
2619.2572,6.61,Regular,0.029006239,Snack Foods,186.0898,Supermarket Type1
4460.86,5.94,Low Fat,0.034880143,Canned,177.9344,Supermarket Type1
2579.975,7.975,LF,0.014713909,Baking Goods,83.125,Supermarket Type1
787.6414,12.65,Low Fat,0.047237246,Others,112.5202,Supermarket Type1
986.7156,11.15,Low Fat,0.032306341,Health and Hygiene,166.3526,Supermarket Type1
264.3226,6.825,Low Fat,0.100171568,Health and Hygiene,262.7226,Grocery Store
709.077,8.18,Low Fat,0.013130031,Household,142.6154,Supermarket Type1
2599.2832,17.6,LF,0.010096684,Snack Foods,160.4552,Supermarket Type1
2740.4328,15.75,Low Fat,0.055015935,Baking Goods,194.3452,Supermarket Type1
5890.9984,12.15,Low Fat,0.015460726,Frozen Foods,211.8928,Supermarket Type1
595.2252,9.3,Regular,0.02346559,Snack Foods,197.6084,Grocery Store
239.688,13.5,Regular,0.017932223,Snack Foods,78.796,Supermarket Type2
4165.2448,9.695,Regular,0.047420609,Frozen Foods,246.0144,Supermarket Type1
2067.309,NA,Regular,0.062547321,Baking Goods,88.383,Supermarket Type3
3874.956,20.5,Regular,0.112410046,Fruits and Vegetables,192.2478,Supermarket Type1
4996.829,14.85,Regular,0.019511288,Dairy,262.591,Supermarket Type1
2550.014,13,Low Fat,0.041789717999999997,Household,256.1014,Supermarket Type1
583.2408,7.075,Low Fat,0.022548195,Frozen Foods,95.7068,Supermarket Type1
1981.4208,17.85,Regular,0.046599684,Fruits and Vegetables,125.1388,Supermarket Type1
697.0926,10.6,Low Fat,0.095064731,Dairy,232.4642,Grocery Store
3705.177,9.695,Regular,0.029283081,Canned,175.137,Supermarket Type2
1607.907,12.65,Low Fat,0.042383069,Household,108.0938,Supermarket Type2
645.826,5.945,Low Fat,0.155706798,Household,127.9652,Grocery Store
1957.452,17.5,Low Fat,0.016767995,Meat,141.418,Supermarket Type1
4866.998,7.39,Low Fat,0.120961347,Others,143.847,Supermarket Type1
176.437,9.8,Low Fat,0.178622919,Fruits and Vegetables,177.937,Grocery Store
406.138,11.8,Regular,0.02633607,Canned,40.6138,Supermarket Type1
468.7232,8.895,low fat,0.126287542,Hard Drinks,235.5616,Grocery Store
2961.4784,11.8,Low Fat,0.11350542,Soft Drinks,186.8924,Supermarket Type1
6817.792,NA,Regular,0.094201477,Meat,213.356,Supermarket Type3
679.116,17.25,Regular,0.125224466,Breakfast,41.248,Supermarket Type1
3225.801,11.35,Regular,0.005561798,Fruits and Vegetables,168.379,Supermarket Type1
873.5296,19.25,LF,0.101980245,Dairy,54.3956,Supermarket Type1
2553.343,19.7,Regular,0.081193712,Baking Goods,198.411,Supermarket Type1
922.7988,14,Low Fat,0.024369007,Household,40.2454,Supermarket Type1
3089.9778,8.355,Low Fat,0.188619537,Canned,146.4418,Supermarket Type1
495.3552,15.1,reg,0.094037291,Fruits and Vegetables,62.3194,Supermarket Type1
612.536,12.1,Low Fat,0.030188505,Canned,77.367,Supermarket Type1
1182.4608,8.185,low fat,0.046578409,Fruits and Vegetables,48.6692,Supermarket Type1
555.2772,NA,Regular,0.223985293,Soft Drinks,186.2924,Grocery Store
295.6152,15.5,Regular,0.085763562,Frozen Foods,49.0692,Supermarket Type1
4844.3608,14,Regular,0.105145451,Frozen Foods,144.2812,Supermarket Type1
3340.9844,18,Low Fat,0.019382568,Health and Hygiene,129.39940000000001,Supermarket Type1
3509.4318,9.6,Low Fat,0,Soft Drinks,166.5158,Supermarket Type1
4921.5936,NA,Low Fat,0.093002339,Fruits and Vegetables,177.7712,Supermarket Type3
5346.374,9.6,Low Fat,0.035549527,Snack Foods,244.117,Supermarket Type1
2387.5588,NA,Low Fat,0.054720642,Frozen Foods,107.8254,Supermarket Type3
2404.8696,16.7,Regular,0.052708138,Frozen Foods,114.7176,Supermarket Type1
1011.3502,9.3,Low Fat,0.089144149,Canned,144.9786,Supermarket Type1
6371.706,8.1,Low Fat,0.128011859,Fruits and Vegetables,210.9902,Supermarket Type1
1551.9798,19.1,Low Fat,0.178272728,Household,172.4422,Supermarket Type1
3145.905,8.88,Low Fat,0.099024124,Household,208.527,Supermarket Type2
922.7988,6.825,Regular,0.046898544,Canned,153.7998,Supermarket Type1
3475.476,11.5,Regular,0.041994624,Frozen Foods,194.782,Supermarket Type1
2527.3768,7.075,Low Fat,0.022694623,Frozen Foods,98.8068,Supermarket Type1
604.5464,20.7,Low Fat,0.039467795,Household,151.7366,Supermarket Type1
343.5528,7.895,Regular,0.061270647,Breakfast,56.7588,Supermarket Type1
2526.711,6.86,Low Fat,0.036686158,Household,229.601,Supermarket Type2
3214.4824,9.6,Regular,0.014200671,Snack Foods,187.1872,Supermarket Type1
3422.212,12.1,Low Fat,0.079806266,Household,172.1106,Supermarket Type1
1057.9562,11.1,Low Fat,0.059797172,Fruits and Vegetables,151.8366,Supermarket Type1
3025.3952,9.5,Low Fat,0,Hard Drinks,190.9872,Supermarket Type1
1549.9824,21,Low Fat,0.049381666,Snack Foods,193.0478,Supermarket Type1
2022.7004,5.46,Regular,0.107057186,Fruits and Vegetables,144.9786,Supermarket Type1
677.1186,NA,Regular,0.109274313,Fruits and Vegetables,225.3062,Grocery Store
4727.18,17.6,Low Fat,0.018889593,Health and Hygiene,236.259,Supermarket Type1
154.4656,20.35,Low Fat,0.021369722,Household,75.8328,Supermarket Type1
4267.1122,7.39,Low Fat,0.092927148,Household,249.5066,Supermarket Type1
183.7608,NA,Regular,0.113139486,Starchy Foods,92.9804,Grocery Store
4492.8184,9.195,Regular,0.117387066,Snack Foods,160.2578,Supermarket Type1
4807.7418,17.1,Low Fat,0.038730229,Household,166.2842,Supermarket Type1
539.298,13,Regular,0.030211742,Canned,59.322,Supermarket Type2
2143.876,15.5,Low Fat,0.032924463,Baking Goods,107.2938,Supermarket Type1
1428.141,8.695,Low Fat,0.120022543,Household,94.8094,Supermarket Type2
1410.8302,NA,Regular,0.037388493,Snack Foods,107.8254,Supermarket Type3
1030.6584,7.5,low fat,0.096413261,Household,55.3588,Supermarket Type1
1105.228,7.485,Low Fat,0.069405301,Snack Foods,112.1228,Supermarket Type2
4649.9472,9.8,Low Fat,0.090649107,Others,194.3478,Supermarket Type1
4363.6532,11.395,Low Fat,0.021649904,Health and Hygiene,150.8708,Supermarket Type1
2482.7682,20.7,Low Fat,0.02689477,Household,76.7354,Supermarket Type1
2740.4328,16.2,Regular,0.016679232,Frozen Foods,96.3726,Supermarket Type1
451.4124,NA,Regular,0.00978492,Starchy Foods,225.9062,Grocery Store
1282.3308,13.15,Low Fat,0.056429024,Soft Drinks,144.2812,Supermarket Type1
551.2824,21.25,Low Fat,0.009998763,Meat,182.3608,Supermarket Type1
761.0094,13.15,Low Fat,0.020757926,Breads,84.3566,Supermarket Type1
1416.8224,19.6,LF,0.041374909,Household,89.2514,Supermarket Type1
5226.53,12.6,Low Fat,0.096756649,Snack Foods,208.7612,Supermarket Type1
4961.5416,12.8,Regular,0.079523619,Dairy,181.7608,Supermarket Type1
1414.1592,7.285,Low Fat,0,Dairy,155.1288,Supermarket Type1
4174.566,13.1,Low Fat,0.012167988,Others,190.253,Supermarket Type1
2846.295,8.63,Regular,0.032976399000000003,Snack Foods,114.6518,Supermarket Type1
1685.8056,10.195,Regular,0.147492524,Frozen Foods,141.5838,Supermarket Type1
2572.6512,16.85,Regular,0,Snack Foods,110.0544,Supermarket Type1
4860.34,9.3,Low Fat,0.028566433,Baking Goods,193.0136,Supermarket Type1
531.3084,15.85,Regular,0.110479217,Frozen Foods,36.7506,Supermarket Type2
1657.842,5.485,Low Fat,0.042838514,Health and Hygiene,163.7842,Supermarket Type1
3397.5774,18.25,Low Fat,0.012264903,Fruits and Vegetables,162.8894,Supermarket Type1
4181.224,12.6,Low Fat,0.096132367,Snack Foods,208.9612,Supermarket Type1
197.0768,NA,LF,0.168780127,Soft Drinks,197.8768,Grocery Store
656.4788,12.85,Low Fat,0.099193899,Frozen Foods,38.1164,Supermarket Type1
2021.3688,6.13,Low Fat,0.076721393,Dairy,59.4536,Supermarket Type1
160.4578,NA,Regular,0.06173052,Fruits and Vegetables,159.1578,Grocery Store
1895.5326,5.655,Low Fat,0.174934513,Soft Drinks,145.0102,Supermarket Type1
1303.6364,11.1,Low Fat,0,Household,119.1124,Supermarket Type1
1125.202,11.6,Regular,0.009802791,Snack Foods,223.0404,Supermarket Type2
527.3136,16,Regular,0.09942555,Frozen Foods,87.0856,Supermarket Type1
719.064,12.15,Low Fat,0.062384659,Starchy Foods,34.6532,Supermarket Type1
4399.6064,6.55,Regular,0.034745307,Breads,158.8288,Supermarket Type2
1944.136,9.6,Low Fat,0.035579135,Snack Foods,244.417,Supermarket Type1
619.194,19.1,Low Fat,0.067569539,Household,43.0796,Supermarket Type2
3178.5292,14,Regular,0.029697925,Dairy,143.0786,Supermarket Type1
2246.4092,14.85,Regular,0.03525037,Fruits and Vegetables,160.9578,Supermarket Type1
2976.126,4.92,LF,0.045916788,Baking Goods,198.8084,Supermarket Type1
1629.8784,13.5,Low Fat,0.021539999,Fruits and Vegetables,182.4976,Supermarket Type1
3735.138,15.7,Regular,0.027673055,Canned,169.279,Supermarket Type1
873.5296,8.97,Low Fat,0.092997032,Household,55.2956,Supermarket Type1
1771.028,15.35,Low Fat,0.073283193,Soft Drinks,91.812,Supermarket Type1
1342.2528,NA,Regular,0.041049322,Canned,41.2454,Supermarket Type3
2512.7292,NA,Regular,0.008525061,Meat,72.5038,Supermarket Type3
2397.5458,17.7,Low Fat,0.117201696,Snack Foods,184.0266,Supermarket Type1
2631.2416,6.36,Low Fat,0.005977465,Household,163.3526,Supermarket Type1
4288.4178,NA,Low Fat,0,Frozen Foods,225.3062,Supermarket Type3
141.8154,NA,Low Fat,0.157528118,Dairy,142.9154,Grocery Store
2808.3444,8.235,Low Fat,0.082427854,Baking Goods,149.3076,Supermarket Type1
311.5944,12.35,Low Fat,0.041802518,Health and Hygiene,34.8216,Supermarket Type1
1584.604,18,Low Fat,0.015450376,Health and Hygiene,158.9604,Supermarket Type1
89.2172,20,Low Fat,0.057527544,Baking Goods,43.1086,Grocery Store
5592.72,6.055,Low Fat,0.025512207,Fruits and Vegetables,159.692,Supermarket Type2
499.35,6.63,reg,0.174110803,Baking Goods,166.85,Grocery Store
4436.8912,NA,Low Fat,0.175362333,Baking Goods,158.9604,Supermarket Type3
959.4178,8.3,Regular,0.038367194,Dairy,87.1198,Supermarket Type2
3463.4916,20.25,Regular,0.014781046,Dairy,193.8162,Supermarket Type1
1707.777,8.6,Regular,0.040268044,Canned,191.453,Supermarket Type1
552.614,19.5,Low Fat,0.014355033,Household,55.4614,Supermarket Type1
3231.1274,5.095,Regular,0.129766301,Snack Foods,141.6838,Supermarket Type1
1938.8096,11,Low Fat,0.008997141,Meat,119.9756,Supermarket Type1
3884.943,18.25,Low Fat,0.07784544,Snack Foods,260.5962,Supermarket Type1
401.4774,20,Low Fat,0,Baking Goods,43.4086,Supermarket Type2
3757.7752,NA,Low Fat,0.074265816,Dairy,109.5228,Supermarket Type3
1565.9616,NA,Regular,0.102422487,Fruits and Vegetables,131.4968,Supermarket Type3
2614.5966,7.5,Low Fat,0.032811503,Frozen Foods,239.6906,Supermarket Type1
1138.518,7.22,Regular,0.038477325,Baking Goods,62.951,Supermarket Type2
1091.2462,12,Regular,0.020411155,Meat,98.6042,Supermarket Type1
1743.0644,12.15,Regular,0.042552418,Canned,123.5046,Supermarket Type1
5175.9292,11.6,Regular,0.009818244,Snack Foods,223.1404,Supermarket Type1
2902.888,8.315,Regular,0.035572183,Baking Goods,144.4444,Supermarket Type1
2929.52,12.15,Regular,0.04274788,Meat,183.695,Supermarket Type1
5747.1856,5.905,Low Fat,0.04572322,Canned,222.1456,Supermarket Type1
958.752,8.575,Low Fat,0.023934398,Soft Drinks,105.828,Supermarket Type1
2247.075,17.35,Regular,0.146527359,Seafood,147.905,Supermarket Type1
2314.9866,18.6,Low Fat,0.012651172,Household,123.1414,Supermarket Type1
441.4254,NA,Low Fat,0.107507291,Household,34.8558,Supermarket Type3
1457.4362,15.1,Regular,0.096295326,Meat,133.4942,Supermarket Type1
4345.0108,NA,Low Fat,0,Starchy Foods,167.5158,Supermarket Type3
1162.4868,7.825,Low Fat,0.079613553,Meat,65.0826,Supermarket Type1
2576.646,9.17,Low Fat,0.103398309,Baking Goods,143.947,Supermarket Type2
247.6776,20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,Grocery Store
2227.101,12.1,Low Fat,0.020551458,Snack Foods,146.6734,Supermarket Type1
316.9208,13.65,Regular,0.025961116,Snack Foods,80.4302,Supermarket Type1
2966.139,8.38,Regular,0.046960237,Baking Goods,111.857,Supermarket Type1
2239.0854,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,Supermarket Type2
2013.3792,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,Supermarket Type1
1789.6704,15.6,Low Fat,0.08126841,Baking Goods,110.2544,Supermarket Type1
788.3072,12.35,Regular,0.072689818,Dairy,48.7692,Supermarket Type2
5163.9448,17.7,Low Fat,0.116723677,Snack Foods,182.4266,Supermarket Type1
1133.8574,12.5,Regular,0.074035423,Canned,87.9198,Supermarket Type2
1017.3424,20.2,Regular,0.059751638,Fruits and Vegetables,129.1678,Supermarket Type1
3010.7476,13.15,Low Fat,0.092854963,Household,158.7604,Supermarket Type1
691.1004,NA,Regular,0,Frozen Foods,230.0668,Grocery Store
4377.635,NA,Low Fat,0.044606379,Snack Foods,174.2054,Supermarket Type3
2117.244,10.85,Low Fat,0.162107603,Snack Foods,106.3622,Supermarket Type1
1024.6662,NA,Low Fat,0,Health and Hygiene,37.3506,Supermarket Type3
2013.3792,17.7,Low Fat,0.030060895,Snack Foods,166.4816,Supermarket Type2
1278.336,14.35,Low Fat,0.081050006,Baking Goods,79.196,Supermarket Type1
3433.5306,20,Regular,0.051783761,Frozen Foods,125.8678,Supermarket Type1
705.748,12.3,Low Fat,0,Baking Goods,37.2874,Supermarket Type1
3448.844,10.3,Regular,0.024998007,Baking Goods,174.4422,Supermarket Type2
4466.1864,15.6,Regular,0.105208448,Snack Foods,170.5764,Supermarket Type1
253.004,9.8,Regular,0.14118383,Baking Goods,50.5008,Supermarket Type2
2628.5784,11.1,Low Fat,0.135692831,Snack Foods,220.0482,Supermarket Type2
2526.711,NA,Low Fat,0.116347087,Frozen Foods,76.867,Supermarket Type3
413.4618,11.8,Low Fat,0.12150063,Fruits and Vegetables,46.8402,Supermarket Type1
3064.0116,7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,Supermarket Type1
2410.196,NA,Low Fat,0.070912843,Frozen Foods,121.5098,Supermarket Type3
623.1888,19.6,Regular,0.041571557,Frozen Foods,49.9376,Supermarket Type1
2988.1104,6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,Supermarket Type1
940.7754,20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5306,Supermarket Type1
344.8844,18,Low Fat,0.079299474,Household,170.5422,Grocery Store
1310.2944,7.05,Low Fat,0.085138334,Snack Foods,108.6912,Supermarket Type1
1351.574,16.25,Low Fat,0.087175137,Dairy,98.341,Supermarket Type1
2143.876,20.7,Low Fat,0.093214498,Dairy,74.667,Supermarket Type1
3124.5994,5.44,Low Fat,0.025458716,Dairy,241.2538,Supermarket Type1
589.233,20.5,Low Fat,0.032741422,Household,40.4822,Supermarket Type1
1208.427,12.35,Regular,0.038560279,Fruits and Vegetables,109.857,Supermarket Type1
7883.072,NA,Low Fat,0.130544568,Frozen Foods,248.046,Supermarket Type3
2616.594,4.61,Low Fat,0.122629121,Hard Drinks,175.4396,Supermarket Type1
